year,state,county_name,county_fips,party,candidatevotes,totalvotes
2016,NORTH DAKOTA,BOTTINEAU,38009,REPUBLICAN,2494,3494
2012,NEBRASKA,WAYNE,31179,REPUBLICAN,2493,3682
2020,ARKANSAS,FULTON,5049,REPUBLICAN,2493,5119
2020,SOUTH CAROLINA,FAIRFIELD,45039,REPUBLICAN,2493,12136
2004,KANSAS,DONIPHAN,20043,REPUBLICAN,2491,3603
2020,OKLAHOMA,STEPHENS,40137,REPUBLICAN,2491,19057
2004,GEORGIA,WILKES,13317,REPUBLICAN,2490,4543
2012,NEBRASKA,MERRICK,31121,REPUBLICAN,2490,3489
2012,IDAHO,BEAR LAKE,16007,REPUBLICAN,2489,2822
2020,NORTH CAROLINA,GRAHAM,37075,REPUBLICAN,2489,4665
2020,NORTH CAROLINA,HALIFAX,37083,REPUBLICAN,2489,25759
2000,NORTH CAROLINA,BERTIE,37015,REPUBLICAN,2488,7176
2020,MISSISSIPPI,TALLAHATCHIE,28135,REPUBLICAN,2488,5685
2012,MICHIGAN,LAKE,26085,REPUBLICAN,2487,5287
2020,IOWA,O'BRIEN,19141,REPUBLICAN,2487,7551
2020,OKLAHOMA,LOVE,40085,REPUBLICAN,2487,4076
2008,GEORGIA,TELFAIR,13271,REPUBLICAN,2486,4374
2020,MONTANA,ROSEBUD,30087,REPUBLICAN,2486,3773
2000,TENNESSEE,BENTON,47005,REPUBLICAN,2484,6311
2004,NORTH CAROLINA,WASHINGTON,37187,REPUBLICAN,2484,5471
2008,COLORADO,PITKIN,8097,REPUBLICAN,2484,9966
2008,LOUISIANA,RED RIVER,22081,REPUBLICAN,2484,4629
2012,LOUISIANA,RED RIVER,22081,REPUBLICAN,2483,4807
2020,IOWA,CRAWFORD,19047,REPUBLICAN,2483,7154
2004,MINNESOTA,SWIFT,27151,REPUBLICAN,2481,5735
2004,NORTH CAROLINA,CAMDEN,37029,REPUBLICAN,2480,3830
2008,TEXAS,PECOS,48371,REPUBLICAN,2480,4010
2012,GEORGIA,TELFAIR,13271,REPUBLICAN,2480,4336
2000,FLORIDA,JEFFERSON,12065,REPUBLICAN,2478,5644
2008,NEW MEXICO,SAN MIGUEL,35047,REPUBLICAN,2478,12941
2012,NEBRASKA,DAWES,31045,REPUBLICAN,2478,3728
2004,MISSOURI,IRON,29093,REPUBLICAN,2477,4679
2016,MASSACHUSETTS,DUKES,25007,REPUBLICAN,2477,11502
2000,KENTUCKY,METCALFE,21169,REPUBLICAN,2476,3849
2004,MONTANA,VALLEY,30105,REPUBLICAN,2476,4018
2020,SOUTH CAROLINA,HAMPTON,45049,REPUBLICAN,2475,9305
2020,COLORADO,CUSTER,8027,REPUBLICAN,2474,3635
2000,MICHIGAN,ONTONAGON,26131,REPUBLICAN,2472,4151
2000,MISSISSIPPI,YALOBUSHA,28161,REPUBLICAN,2470,5228
2004,TEXAS,JACK,48237,REPUBLICAN,2470,3126
2000,KENTUCKY,CRITTENDEN,21055,REPUBLICAN,2469,4154
2008,IOWA,MITCHELL,19131,REPUBLICAN,2469,5766
2012,TEXAS,SAN AUGUSTINE,48405,REPUBLICAN,2469,3690
2000,MISSOURI,DADE,29057,REPUBLICAN,2468,3752
2004,NORTH DAKOTA,BOTTINEAU,38009,REPUBLICAN,2468,3674
2016,TEXAS,PECOS,48371,REPUBLICAN,2468,4185
2020,VIRGINIA,MANASSAS CITY,51683,REPUBLICAN,2468,16978
2012,SOUTH CAROLINA,MCCORMICK,45065,REPUBLICAN,2467,5160
2000,ALASKA,DISTRICT 38,2038,REPUBLICAN,2467,4976
2020,IOWA,SAC,19161,REPUBLICAN,2467,5535
2004,NORTH DAKOTA,PEMBINA,38067,REPUBLICAN,2466,3856
2008,GEORGIA,CHARLTON,13049,REPUBLICAN,2466,3685
2016,MISSISSIPPI,JEFFERSON DAVIS,28065,REPUBLICAN,2466,6237
2000,MINNESOTA,LAKE,27075,REPUBLICAN,2465,6563
2004,TEXAS,MCCULLOCH,48307,REPUBLICAN,2465,3220
2000,UTAH,MORGAN,49029,REPUBLICAN,2464,3171
2020,GEORGIA,CHATTOOGA,13055,REPUBLICAN,2464,10050
2008,GEORGIA,EVANS,13109,REPUBLICAN,2462,3855
2016,ARKANSAS,CLEVELAND,5025,REPUBLICAN,2462,3354
2016,MISSISSIPPI,TALLAHATCHIE,28135,REPUBLICAN,2462,5870
2020,IOWA,WINNESHIEK,19191,REPUBLICAN,2462,12064
2020,VIRGINIA,DICKENSON,51051,REPUBLICAN,2462,7307
2000,GEORGIA,SCREVEN,13251,REPUBLICAN,2461,4719
2000,OKLAHOMA,CHOCTAW,40023,REPUBLICAN,2461,5315
2016,IOWA,ADAIR,19001,REPUBLICAN,2461,3811
2020,TEXAS,BREWSTER,48043,REPUBLICAN,2461,4822
2000,MISSOURI,MADISON,29123,REPUBLICAN,2460,4373
2004,FLORIDA,LAFAYETTE,12067,REPUBLICAN,2460,3325
2020,NORTH DAKOTA,PEMBINA,38067,REPUBLICAN,2460,3331
2016,TEXAS,TERRY,48445,REPUBLICAN,2459,3355
2004,ALASKA,DISTRICT 38,2038,REPUBLICAN,2459,5075
2012,IDAHO,TETON,16081,REPUBLICAN,2458,4523
2012,NORTH DAKOTA,MCKENZIE,38053,REPUBLICAN,2458,3451
2016,MISSOURI,CLARK,29045,REPUBLICAN,2458,3215
2020,GEORGIA,WASHINGTON,13303,REPUBLICAN,2458,9459
2020,IOWA,HAMILTON,19079,REPUBLICAN,2457,7943
2020,IOWA,MILLS,19129,REPUBLICAN,2456,8268
2020,SOUTH DAKOTA,CLAY,46027,REPUBLICAN,2456,5698
2008,COLORADO,KIT CARSON,8063,REPUBLICAN,2455,3442
2016,ARKANSAS,LINCOLN,5079,REPUBLICAN,2455,3826
2000,FLORIDA,FRANKLIN,12037,REPUBLICAN,2454,4644
2016,IOWA,WORTH,19195,REPUBLICAN,2453,4257
2000,ALASKA,DISTRICT 15,2015,REPUBLICAN,2453,5870
2008,ARKANSAS,CLEVELAND,5025,REPUBLICAN,2451,3505
2012,SOUTH DAKOTA,HUTCHINSON,46067,REPUBLICAN,2451,3425
2012,TEXAS,CARSON,48065,REPUBLICAN,2451,2778
2020,MISSOURI,CARTER,29035,REPUBLICAN,2451,2897
2000,IDAHO,OWYHEE,16073,REPUBLICAN,2450,3188
2004,TEXAS,CARSON,48065,REPUBLICAN,2450,2944
2016,GEORGIA,TELFAIR,13271,REPUBLICAN,2450,3796
2020,MARYLAND,WASHINGTON,24043,REPUBLICAN,2450,67779
2020,OKLAHOMA,OKFUSKEE,40107,REPUBLICAN,2448,4038
2000,TEXAS,HAMILTON,48193,REPUBLICAN,2447,3376
2000,KANSAS,WASHINGTON,20201,REPUBLICAN,2446,3267
2000,MISSOURI,RALLS,29173,REPUBLICAN,2446,4542
2016,ARKANSAS,PHILLIPS,5107,REPUBLICAN,2446,6953
2020,ARKANSAS,MADISON,5087,REPUBLICAN,2446,7351
2016,INDIANA,UNION,18161,REPUBLICAN,2445,3291
2012,GEORGIA,PULASKI,13235,REPUBLICAN,2444,3682
2020,IOWA,CHEROKEE,19035,REPUBLICAN,2444,6518
2020,KANSAS,GREENWOOD,20073,REPUBLICAN,2444,3077
2004,FLORIDA,GLADES,12043,REPUBLICAN,2443,4188
2012,NEBRASKA,RICHARDSON,31147,REPUBLICAN,2443,3739
2016,KENTUCKY,GALLATIN,21077,REPUBLICAN,2443,3338
2020,TEXAS,DUVAL,48131,REPUBLICAN,2443,5053
2008,MASSACHUSETTS,DUKES,25007,REPUBLICAN,2442,10553
2000,INDIANA,BENTON,18007,REPUBLICAN,2441,3874
2004,IOWA,POCAHONTAS,19151,REPUBLICAN,2441,4313
2004,TEXAS,MARION,48315,REPUBLICAN,2441,4348
2020,IOWA,BUTLER,19023,REPUBLICAN,2441,8098
2020,IOWA,GUTHRIE,19077,REPUBLICAN,2441,6371
2020,TEXAS,WILLACY,48489,REPUBLICAN,2441,5549
2008,KANSAS,MITCHELL,20123,REPUBLICAN,2440,3203
2008,NEVADA,WHITE PINE,32033,REPUBLICAN,2440,3842
2012,GEORGIA,JOHNSON,13167,REPUBLICAN,2440,3772
2020,VIRGINIA,PATRICK,51141,REPUBLICAN,2439,9535
2004,MINNESOTA,CLEARWATER,27029,REPUBLICAN,2438,4361
2020,WISCONSIN,IRON,55051,REPUBLICAN,2438,4010
2000,MISSISSIPPI,JEFFERSON DAVIS,28065,REPUBLICAN,2437,5317
2008,COLORADO,RIO BLANCO,8103,REPUBLICAN,2437,3147
2008,SOUTH CAROLINA,MCCORMICK,45065,REPUBLICAN,2437,5232
2016,GEORGIA,PULASKI,13235,REPUBLICAN,2437,3605
2000,GEORGIA,BLECKLEY,13023,REPUBLICAN,2436,3749
2012,OKLAHOMA,LOVE,40085,REPUBLICAN,2436,3470
2004,ARKANSAS,PERRY,5105,REPUBLICAN,2435,4431
2016,KANSAS,ANDERSON,20003,REPUBLICAN,2435,3350
2020,SOUTH CAROLINA,MARLBORO,45069,REPUBLICAN,2435,11446
2000,KANSAS,RUSSELL,20167,REPUBLICAN,2434,3482
2008,KENTUCKY,MAGOFFIN,21153,REPUBLICAN,2434,4651
2008,NEBRASKA,SALINE,31151,REPUBLICAN,2434,5251
2008,IDAHO,BOISE,16015,REPUBLICAN,2433,3773
2020,VIRGINIA,BRISTOL CITY,51520,REPUBLICAN,2433,7814
2000,NORTH DAKOTA,PEMBINA,38067,REPUBLICAN,2430,3779
2012,COLORADO,CLEAR CREEK,8019,REPUBLICAN,2430,5743
2000,MISSISSIPPI,TALLAHATCHIE,28135,REPUBLICAN,2428,5523
2020,NEBRASKA,NEMAHA,31127,REPUBLICAN,2428,3423
2000,MISSISSIPPI,FRANKLIN,28037,REPUBLICAN,2427,3953
2008,GEORGIA,JOHNSON,13167,REPUBLICAN,2426,3647
2016,MISSISSIPPI,COAHOMA,28027,REPUBLICAN,2426,8912
2000,TEXAS,STEPHENS,48429,REPUBLICAN,2425,3291
2020,IOWA,KEOKUK,19107,REPUBLICAN,2425,5303
2000,TEXAS,NEWTON,48351,REPUBLICAN,2423,4990
2020,MONTANA,MUSSELSHELL,30065,REPUBLICAN,2423,2881
2020,VIRGINIA,CHARLOTTE,51037,REPUBLICAN,2423,6191
2016,NEBRASKA,CLAY,31035,REPUBLICAN,2422,3065
2020,VIRGINIA,COLONIAL HEIGHTS CITY,51570,REPUBLICAN,2422,9160
2004,MISSOURI,CHARITON,29041,REPUBLICAN,2421,4340
2012,INDIANA,CRAWFORD,18025,REPUBLICAN,2421,4590
2000,TEXAS,FRANKLIN,48159,REPUBLICAN,2420,3472
2012,IOWA,LOUISA,19115,REPUBLICAN,2420,4968
2012,TEXAS,MCCULLOCH,48307,REPUBLICAN,2419,2993
2008,VIRGINIA,CUMBERLAND,51049,REPUBLICAN,2418,4724
2008,VIRGINIA,RADFORD,51750,REPUBLICAN,2418,5429
2020,KANSAS,PHILLIPS,20147,REPUBLICAN,2418,2781
2000,NORTH CAROLINA,CLAY,37043,REPUBLICAN,2416,3852
2000,NORTH CAROLINA,CHOWAN,37041,REPUBLICAN,2415,4890
2008,NORTH DAKOTA,WALSH,38099,REPUBLICAN,2415,4882
2008,WEST VIRGINIA,TYLER,54095,REPUBLICAN,2415,3741
2000,MISSOURI,HOWARD,29089,REPUBLICAN,2414,4512
2000,SOUTH CAROLINA,JASPER,45053,REPUBLICAN,2414,6469
2004,UTAH,KANE,49025,REPUBLICAN,2414,3051
2012,KANSAS,DONIPHAN,20043,REPUBLICAN,2414,3403
2004,SOUTH DAKOTA,FALL RIVER,46047,REPUBLICAN,2413,3845
2020,LOUISIANA,RED RIVER,22081,REPUBLICAN,2413,4132
2020,NORTH CAROLINA,SURRY,37171,REPUBLICAN,2413,36638
2004,ILLINOIS,EDWARDS,17047,REPUBLICAN,2412,3364
2012,KENTUCKY,LYON,21143,REPUBLICAN,2412,3839
2000,TENNESSEE,DEKALB,47041,REPUBLICAN,2411,6265
2008,IOWA,MONONA,19133,REPUBLICAN,2411,4796
2020,IOWA,CASS,19029,REPUBLICAN,2410,7276
2020,KENTUCKY,NICHOLAS,21181,REPUBLICAN,2408,3396
2000,MINNESOTA,MURRAY,27101,REPUBLICAN,2407,4753
2016,IOWA,FREMONT,19071,REPUBLICAN,2407,3595
2000,GEORGIA,BROOKS,13027,REPUBLICAN,2406,4551
2016,MISSOURI,REYNOLDS,29179,REPUBLICAN,2406,3038
2012,ILLINOIS,EDWARDS,17047,REPUBLICAN,2405,3228
2020,MARYLAND,DORCHESTER,24019,REPUBLICAN,2405,15977
2000,WISCONSIN,FOREST,55041,REPUBLICAN,2404,4716
2016,GEORGIA,EVANS,13109,REPUBLICAN,2404,3613
2020,SOUTH DAKOTA,ROBERTS,46109,REPUBLICAN,2404,4307
2004,COLORADO,RIO BLANCO,8103,REPUBLICAN,2403,3003
2004,ILLINOIS,SCHUYLER,17169,REPUBLICAN,2403,4031
2020,NORTH CAROLINA,WAYNE,37191,REPUBLICAN,2403,55537
2004,IOWA,ADAIR,19001,REPUBLICAN,2402,4278
2012,MISSOURI,CHARITON,29041,REPUBLICAN,2402,3821
2000,ARKANSAS,SCOTT,5127,REPUBLICAN,2399,3981
2016,NEBRASKA,JEFFERSON,31095,REPUBLICAN,2399,3494
2000,MISSISSIPPI,CHOCTAW,28019,REPUBLICAN,2398,3719
2016,WEST VIRGINIA,PENDLETON,54071,REPUBLICAN,2398,3225
2020,IOWA,CHICKASAW,19037,REPUBLICAN,2398,6631
2012,KANSAS,KINGMAN,20095,REPUBLICAN,2397,3231
2004,SOUTH CAROLINA,MCCORMICK,45065,REPUBLICAN,2396,5122
2004,SOUTH DAKOTA,ROBERTS,46109,REPUBLICAN,2396,4982
2008,KENTUCKY,MORGAN,21175,REPUBLICAN,2396,4379
2012,IOWA,POCAHONTAS,19151,REPUBLICAN,2396,4032
2000,MISSOURI,MISSISSIPPI,29133,REPUBLICAN,2395,5215
2008,KANSAS,WABAUNSEE,20197,REPUBLICAN,2395,3521
2020,ILLINOIS,HENDERSON,17071,REPUBLICAN,2394,3647
2008,INDIANA,CRAWFORD,18025,REPUBLICAN,2393,4744
2020,ARKANSAS,HOWARD,5061,REPUBLICAN,2393,4834
2000,KANSAS,GREENWOOD,20073,REPUBLICAN,2392,3561
2000,NORTH DAKOTA,TRAILL,38097,REPUBLICAN,2392,4112
2004,SOUTH DAKOTA,GRANT,46051,REPUBLICAN,2392,4090
2020,NORTH CAROLINA,CHATHAM,37037,REPUBLICAN,2392,48599
2016,LOUISIANA,RED RIVER,22081,REPUBLICAN,2391,4422
2004,KENTUCKY,BALLARD,21007,REPUBLICAN,2389,4177
2000,IOWA,MITCHELL,19131,REPUBLICAN,2388,5162
2000,MISSOURI,LEWIS,29111,REPUBLICAN,2388,4484
2000,NEW YORK,HAMILTON,36041,REPUBLICAN,2388,3682
2000,TENNESSEE,HUMPHREYS,47085,REPUBLICAN,2387,6681
2008,KENTUCKY,MCLEAN,21149,REPUBLICAN,2386,4422
2008,NEBRASKA,PIERCE,31139,REPUBLICAN,2385,3226
2000,TENNESSEE,SMITH,47159,REPUBLICAN,2384,7348
2020,NORTH CAROLINA,WARREN,37185,REPUBLICAN,2384,10293
2008,NEBRASKA,ANTELOPE,31003,REPUBLICAN,2383,3185
2012,TENNESSEE,JACKSON,47087,REPUBLICAN,2383,4184
2020,ALASKA,DISTRICT 20,2020,REPUBLICAN,2383,7497
2000,ALABAMA,COOSA,1037,REPUBLICAN,2382,4567
2000,NORTH CAROLINA,HERTFORD,37091,REPUBLICAN,2382,7897
2016,SOUTH DAKOTA,CHARLES MIX,46023,REPUBLICAN,2382,3433
2016,SOUTH DAKOTA,GRANT,46051,REPUBLICAN,2382,3564
2020,OKLAHOMA,MUSKOGEE,40101,REPUBLICAN,2382,25081
2000,GEORGIA,BEN HILL,13017,REPUBLICAN,2381,4661
2000,TEXAS,MORRIS,48343,REPUBLICAN,2381,4889
2020,NORTH CAROLINA,NORTHAMPTON,37131,REPUBLICAN,2381,10110
2020,TENNESSEE,PICKETT,47137,REPUBLICAN,2381,2931
2000,NEBRASKA,MERRICK,31121,REPUBLICAN,2380,3340
2000,TENNESSEE,BLEDSOE,47007,REPUBLICAN,2380,4196
2012,IOWA,GREENE,19073,REPUBLICAN,2380,4846
2008,VIRGINIA,ESSEX,51057,REPUBLICAN,2379,5364
2020,IOWA,CRAWFORD,19047,REPUBLICAN,2379,7154
2004,VIRGINIA,CUMBERLAND,51049,REPUBLICAN,2377,4126
2008,IDAHO,BEAR LAKE,16007,REPUBLICAN,2377,2943
2012,INDIANA,WARREN,18171,REPUBLICAN,2377,3800
2000,MINNESOTA,SWIFT,27151,REPUBLICAN,2376,5437
2008,NEBRASKA,DAWES,31045,REPUBLICAN,2376,3775
2000,OKLAHOMA,ATOKA,40005,REPUBLICAN,2375,4324
2004,TEXAS,PARMER,48369,REPUBLICAN,2375,2773
2008,NEBRASKA,MERRICK,31121,REPUBLICAN,2375,3431
2020,MISSISSIPPI,COAHOMA,28027,REPUBLICAN,2375,8501
2020,VIRGINIA,FAIRFAX CITY,51600,REPUBLICAN,2374,13487
2008,IOWA,EMMET,19063,REPUBLICAN,2373,5015
2008,KANSAS,DONIPHAN,20043,REPUBLICAN,2372,3564
2016,KANSAS,WABAUNSEE,20197,REPUBLICAN,2372,3380
2020,SOUTH DAKOTA,HAMLIN,46057,REPUBLICAN,2372,3083
2020,TENNESSEE,HANCOCK,47067,REPUBLICAN,2372,2744
2020,GEORGIA,MCINTOSH,13191,REPUBLICAN,2371,6696
2020,VIRGINIA,WINCHESTER CITY,51840,REPUBLICAN,2370,12113
2012,ARKANSAS,MONTGOMERY,5097,REPUBLICAN,2369,3404
2012,ALASKA,DISTRICT 18,2018,REPUBLICAN,2369,6930
2020,ARKANSAS,SEVIER,5133,REPUBLICAN,2368,5202
2004,ARKANSAS,MONTGOMERY,5097,REPUBLICAN,2367,3958
2008,NEW MEXICO,QUAY,35037,REPUBLICAN,2367,3996
2016,NEBRASKA,BURT,31021,REPUBLICAN,2367,3558
2012,TEXAS,WARD,48475,REPUBLICAN,2366,3245
2008,ARKANSAS,MONTGOMERY,5097,REPUBLICAN,2365,3622
2020,NORTH DAKOTA,MCHENRY,38049,REPUBLICAN,2364,3003
2020,WEST VIRGINIA,CALHOUN,54013,REPUBLICAN,2364,2971
2000,MISSOURI,DEKALB,29063,REPUBLICAN,2363,4049
2000,SOUTH DAKOTA,CLAY,46027,REPUBLICAN,2363,5105
2004,KENTUCKY,BRACKEN,21023,REPUBLICAN,2363,3610
2020,KANSAS,WASHINGTON,20201,REPUBLICAN,2363,2883
2004,IOWA,FREMONT,19071,REPUBLICAN,2362,3911
2004,WEST VIRGINIA,DODDRIDGE,54017,REPUBLICAN,2362,3179
2008,KANSAS,ANDERSON,20003,REPUBLICAN,2362,3626
2008,NORTH DAKOTA,RAMSEY,38071,REPUBLICAN,2361,4762
2008,NEBRASKA,CHERRY,31031,REPUBLICAN,2360,3059
2012,MINNESOTA,CLEARWATER,27029,REPUBLICAN,2359,4197
2020,NEBRASKA,FILLMORE,31059,REPUBLICAN,2359,3134
2004,NEW YORK,HAMILTON,36041,REPUBLICAN,2358,3692
2016,WEST VIRGINIA,DODDRIDGE,54017,REPUBLICAN,2358,2840
2016,WEST VIRGINIA,PLEASANTS,54073,REPUBLICAN,2358,3150
2020,ALASKA,DISTRICT 37,2037,REPUBLICAN,2358,5142
2020,MICHIGAN,ONTONAGON,26131,REPUBLICAN,2358,3804
2004,KENTUCKY,CUMBERLAND,21057,REPUBLICAN,2356,3239
2020,GEORGIA,DOUGHERTY,13095,REPUBLICAN,2355,35311
2020,MONTANA,POWELL,30077,REPUBLICAN,2355,3179
2008,CALIFORNIA,MONO,6051,REPUBLICAN,2354,5571
2008,ILLINOIS,HAMILTON,17065,REPUBLICAN,2353,4264
2008,VIRGINIA,WILLIAMSBURG,51830,REPUBLICAN,2353,6787
2000,NEBRASKA,JEFFERSON,31095,REPUBLICAN,2351,3847
2004,MISSOURI,DAVIESS,29061,REPUBLICAN,2351,3794
2020,GEORGIA,LAURENS,13175,REPUBLICAN,2351,22729
2000,KANSAS,DONIPHAN,20043,REPUBLICAN,2350,3649
2000,KANSAS,MITCHELL,20123,REPUBLICAN,2350,3266
2000,NORTH DAKOTA,BOTTINEAU,38009,REPUBLICAN,2349,3690
2004,NEBRASKA,BURT,31021,REPUBLICAN,2349,3668
2008,GEORGIA,WILKINSON,13319,REPUBLICAN,2349,4673
2008,IOWA,GREENE,19073,REPUBLICAN,2349,4804
2012,NEBRASKA,KEARNEY,31099,REPUBLICAN,2349,3180
2000,WEST VIRGINIA,MCDOWELL,54047,REPUBLICAN,2348,7303
2008,SOUTH DAKOTA,FALL RIVER,46047,REPUBLICAN,2348,3755
2016,MONTANA,BROADWATER,30007,REPUBLICAN,2348,3133
2020,ARKANSAS,JOHNSON,5071,REPUBLICAN,2348,9498
2004,GEORGIA,IRWIN,13155,REPUBLICAN,2347,3414
2016,GEORGIA,SEMINOLE,13253,REPUBLICAN,2345,3588
2012,FLORIDA,GLADES,12043,REPUBLICAN,2344,3989
2012,GEORGIA,CANDLER,13043,REPUBLICAN,2344,3528
2004,IOWA,IDA,19093,REPUBLICAN,2342,3774
2008,NEBRASKA,RICHARDSON,31147,REPUBLICAN,2342,3968
2008,TEXAS,SAN AUGUSTINE,48405,REPUBLICAN,2342,3715
2020,TENNESSEE,VAN BUREN,47175,REPUBLICAN,2342,2921
2000,IOWA,PALO ALTO,19147,REPUBLICAN,2341,4823
2020,GEORGIA,PIKE,13231,REPUBLICAN,2341,10720
2008,FLORIDA,LIBERTY,12077,REPUBLICAN,2339,3278
2008,MISSOURI,CHARITON,29041,REPUBLICAN,2339,4214
2000,NEBRASKA,COLFAX,31037,REPUBLICAN,2338,3315
2020,GEORGIA,HART,13147,REPUBLICAN,2338,12727
2012,MONTANA,VALLEY,30105,REPUBLICAN,2337,3859
2020,ARKANSAS,PERRY,5105,REPUBLICAN,2337,4627
2020,GEORGIA,DAWSON,13085,REPUBLICAN,2336,16081
2012,OKLAHOMA,OKFUSKEE,40107,REPUBLICAN,2335,3591
2020,GEORGIA,DODGE,13091,REPUBLICAN,2335,8070
2020,NEBRASKA,DIXON,31051,REPUBLICAN,2335,3083
2000,NEBRASKA,KEARNEY,31099,REPUBLICAN,2333,3122
2000,TEXAS,MADISON,48313,REPUBLICAN,2333,3623
2004,KANSAS,OTTAWA,20143,REPUBLICAN,2333,2971
2016,GEORGIA,WILKINSON,13319,REPUBLICAN,2333,4287
2000,FLORIDA,UNION,12125,REPUBLICAN,2332,3826
2004,KENTUCKY,TRIMBLE,21223,REPUBLICAN,2332,3790
2000,IOWA,EMMET,19063,REPUBLICAN,2331,4630
2000,OKLAHOMA,PUSHMATAHA,40127,REPUBLICAN,2331,4348
2008,IOWA,LUCAS,19117,REPUBLICAN,2330,4471
2012,MICHIGAN,ALGER,26003,REPUBLICAN,2330,4618
2008,MISSISSIPPI,BENTON,28009,REPUBLICAN,2329,4606
2012,INDIANA,BENTON,18007,REPUBLICAN,2329,3578
2020,MINNESOTA,WILKIN,27167,REPUBLICAN,2328,3430
2000,INDIANA,CRAWFORD,18025,REPUBLICAN,2327,4209
2012,KANSAS,MITCHELL,20123,REPUBLICAN,2327,2965
2020,GEORGIA,CANDLER,13043,REPUBLICAN,2327,4431
2000,ARKANSAS,HOWARD,5061,REPUBLICAN,2326,4459
2000,NEBRASKA,CLAY,31035,REPUBLICAN,2326,3215
2016,TENNESSEE,MOORE,47127,REPUBLICAN,2325,2926
2020,KANSAS,ROOKS,20163,REPUBLICAN,2325,2699
2016,MISSOURI,CARTER,29035,REPUBLICAN,2324,2844
2008,KANSAS,OTTAWA,20143,REPUBLICAN,2323,3086
2008,ALASKA,DISTRICT 39,2039,REPUBLICAN,2323,5184
2000,NEBRASKA,CHERRY,31031,REPUBLICAN,2322,2847
2000,ALASKA,DISTRICT 39,2039,REPUBLICAN,2321,5188
2008,MICHIGAN,OSCODA,26135,REPUBLICAN,2320,4328
2008,MINNESOTA,MURRAY,27101,REPUBLICAN,2320,4813
2004,MICHIGAN,ALGER,26003,REPUBLICAN,2318,4765
2008,TEXAS,MAVERICK,48323,REPUBLICAN,2316,10939
2012,KANSAS,WASHINGTON,20201,REPUBLICAN,2316,2889
2012,OKLAHOMA,KIOWA,40075,REPUBLICAN,2316,3422
2000,MASSACHUSETTS,DUKES,25007,REPUBLICAN,2315,8856
2008,GEORGIA,SEMINOLE,13253,REPUBLICAN,2315,3996
2004,NEBRASKA,FILLMORE,31059,REPUBLICAN,2314,3193
2008,IOWA,LOUISA,19115,REPUBLICAN,2314,4920
2012,WEST VIRGINIA,TYLER,54095,REPUBLICAN,2314,3279
2012,ARKANSAS,CLEVELAND,5025,REPUBLICAN,2313,3266
2016,NEW MEXICO,SAN MIGUEL,35047,REPUBLICAN,2313,10751
2012,VIRGINIA,MARTINSVILLE,51690,REPUBLICAN,2312,6284
2020,GEORGIA,BROOKS,13027,REPUBLICAN,2312,7100
2004,GEORGIA,CHARLTON,13049,REPUBLICAN,2311,3387
2008,VIRGINIA,MARTINSVILLE,51690,REPUBLICAN,2311,6520
2012,VIRGINIA,RAPPAHANNOCK,51157,REPUBLICAN,2311,4357
2020,KENTUCKY,MENIFEE,21165,REPUBLICAN,2311,3102
2020,NORTH CAROLINA,CALDWELL,37027,REPUBLICAN,2311,42829
2004,GEORGIA,LINCOLN,13181,REPUBLICAN,2309,3657
2004,NEBRASKA,BOONE,31011,REPUBLICAN,2309,2895
2008,SOUTH CAROLINA,BAMBERG,45009,REPUBLICAN,2309,6814
2012,MICHIGAN,OSCODA,26135,REPUBLICAN,2308,4042
2016,KANSAS,MITCHELL,20123,REPUBLICAN,2308,2942
2020,TEXAS,SAN SABA,48411,REPUBLICAN,2308,2602
2020,NEBRASKA,THAYER,31169,REPUBLICAN,2308,2980
2020,OKLAHOMA,MAJOR,40093,REPUBLICAN,2308,3467
2012,GEORGIA,LONG,13183,REPUBLICAN,2306,3802
2020,VIRGINIA,BUCHANAN,51027,REPUBLICAN,2306,9957
2000,IOWA,MONONA,19133,REPUBLICAN,2304,4560
2000,NORTH CAROLINA,GRAHAM,37075,REPUBLICAN,2304,3361
2000,WEST VIRGINIA,SUMMERS,54089,REPUBLICAN,2304,4713
2004,VIRGINIA,ESSEX,51057,REPUBLICAN,2304,4344
2016,MISSOURI,GENTRY,29075,REPUBLICAN,2304,3043
2020,NORTH CAROLINA,HERTFORD,37091,REPUBLICAN,2304,10634
2000,KENTUCKY,BATH,21011,REPUBLICAN,2303,4473
2004,MINNESOTA,WILKIN,27167,REPUBLICAN,2303,3527
2012,NEW MEXICO,SAN MIGUEL,35047,REPUBLICAN,2303,11509
2016,WEST VIRGINIA,WEBSTER,54101,REPUBLICAN,2302,2978
2000,ARKANSAS,IZARD,5065,REPUBLICAN,2301,5032
2012,FLORIDA,LIBERTY,12077,REPUBLICAN,2301,3284
2020,NORTH CAROLINA,WILKES,37193,REPUBLICAN,2301,35466
2000,MISSOURI,CHARITON,29041,REPUBLICAN,2300,4154
2008,COLORADO,CLEAR CREEK,8019,REPUBLICAN,2300,5767
2016,WEST VIRGINIA,CLAY,54015,REPUBLICAN,2300,2972
2000,VIRGINIA,NORTHAMPTON,51131,REPUBLICAN,2299,4892
2016,COLORADO,WASHINGTON,8121,REPUBLICAN,2299,2733
2016,NEBRASKA,BOONE,31011,REPUBLICAN,2299,2905
2020,GEORGIA,FRANKLIN,13119,REPUBLICAN,2299,10765
2020,VIRGINIA,POQUOSON CITY,51735,REPUBLICAN,2299,7857
2000,GEORGIA,JASPER,13159,REPUBLICAN,2298,3943
