year,state,county_name,county_fips,party,candidatevotes,totalvotes
2008,FLORIDA,LEE,12071,REPUBLICAN,147608,269276
2012,NEW JERSEY,MONMOUTH,34025,REPUBLICAN,147513,283978
2016,GEORGIA,GWINNETT,13135,REPUBLICAN,146989,328331
2016,WASHINGTON,PIERCE,53053,REPUBLICAN,146824,348485
2020,PENNSYLVANIA,YORK,42133,REPUBLICAN,146733,238471
2012,NEW JERSEY,OCEAN,34029,REPUBLICAN,146474,251275
2008,NEW YORK,QUEENS,36081,REPUBLICAN,145898,597598
2008,CALIFORNIA,VENTURA,6111,REPUBLICAN,145853,339800
2020,NEW YORK,MONROE,36055,REPUBLICAN,145661,383499
2000,PENNSYLVANIA,MONTGOMERY,42091,REPUBLICAN,145623,332422
2004,PENNSYLVANIA,LANCASTER,42071,REPUBLICAN,145591,221278
2008,TENNESSEE,SHELBY,47157,REPUBLICAN,145458,404555
2008,WISCONSIN,WAUKESHA,55133,REPUBLICAN,145152,232897
2012,OKLAHOMA,TULSA,40143,REPUBLICAN,145062,227806
2000,KENTUCKY,JEFFERSON,21111,REPUBLICAN,145052,302362
2020,MASSACHUSETTS,ESSEX,25009,REPUBLICAN,144837,424599
2016,CALIFORNIA,SANTA CLARA,6085,REPUBLICAN,144826,703709
2020,NEW YORK,WESTCHESTER,36119,REPUBLICAN,144713,462265
2008,CONNECTICUT,NEW HAVEN,9009,REPUBLICAN,144465,381739
2016,OKLAHOMA,TULSA,40143,REPUBLICAN,144258,247054
2012,COLORADO,JEFFERSON,8059,REPUBLICAN,144197,311052
2004,FLORIDA,LEE,12071,REPUBLICAN,144176,240667
2004,HAWAII,HONOLULU,15003,REPUBLICAN,144157,298547
2008,NEW YORK,MONROE,36055,REPUBLICAN,144153,355725
2004,MASSACHUSETTS,WORCESTER,25027,REPUBLICAN,144094,340636
2016,KENTUCKY,JEFFERSON,21111,REPUBLICAN,143768,353099
2020,NEW JERSEY,MIDDLESEX,34023,REPUBLICAN,143467,374362
2012,CONNECTICUT,HARTFORD,9003,REPUBLICAN,143238,392240
2016,FLORIDA,VOLUSIA,12127,REPUBLICAN,143007,260869
2020,NORTH CAROLINA,WAKE,37183,REPUBLICAN,142914,631830
2016,WISCONSIN,WAUKESHA,55133,REPUBLICAN,142521,239042
2000,NORTH CAROLINA,WAKE,37183,REPUBLICAN,142494,268220
2016,FLORIDA,PASCO,12101,REPUBLICAN,142101,241139
2004,CALIFORNIA,FRESNO,6019,REPUBLICAN,141988,247160
2000,TENNESSEE,SHELBY,47157,REPUBLICAN,141756,336755
2012,ALABAMA,JEFFERSON,1073,REPUBLICAN,141683,303918
2008,WASHINGTON,PIERCE,53053,REPUBLICAN,141673,329520
2016,OKLAHOMA,OKLAHOMA,40109,REPUBLICAN,141569,273942
2000,CALIFORNIA,CONTRA COSTA,6013,REPUBLICAN,141373,381478
2000,NEW YORK,MONROE,36055,REPUBLICAN,141266,317762
2000,TEXAS,TRAVIS,48453,REPUBLICAN,141235,301263
2020,NEW JERSEY,MORRIS,34027,REPUBLICAN,141134,299322
2016,NEW YORK,KINGS,36047,REPUBLICAN,141044,805605
2004,TEXAS,DENTON,48121,REPUBLICAN,140891,201410
2004,COLORADO,JEFFERSON,8059,REPUBLICAN,140644,271293
2000,GEORGIA,COBB,13067,REPUBLICAN,140494,235027
2004,CALIFORNIA,KERN,6029,REPUBLICAN,140417,210858
2012,TEXAS,TRAVIS,48453,REPUBLICAN,140152,387057
2020,TEXAS,WILLIAMSON,48491,REPUBLICAN,139729,289555
2000,NEW YORK,WESTCHESTER,36119,REPUBLICAN,139278,371775
2004,ILLINOIS,LAKE,17097,REPUBLICAN,139081,275295
2000,OKLAHOMA,OKLAHOMA,40109,REPUBLICAN,139078,223111
2020,ALABAMA,JEFFERSON,1073,REPUBLICAN,138843,325848
2008,CONNECTICUT,HARTFORD,9003,REPUBLICAN,138716,411785
2000,ALABAMA,JEFFERSON,1073,REPUBLICAN,138491,273763
2004,OHIO,MONTGOMERY,39113,REPUBLICAN,138361,282553
2012,CONNECTICUT,NEW HAVEN,9009,REPUBLICAN,138357,361026
2016,COLORADO,JEFFERSON,8059,REPUBLICAN,138177,328882
2016,UTAH,SALT LAKE,49035,REPUBLICAN,138043,418868
2012,TEXAS,MONTGOMERY,48339,REPUBLICAN,137969,173113
2016,PENNSYLVANIA,LANCASTER,42071,REPUBLICAN,137914,241112
2000,INDIANA,MARION,18097,REPUBLICAN,137810,279903
2016,KANSAS,JOHNSON,20091,REPUBLICAN,137490,290090
2008,MASSACHUSETTS,ESSEX,25009,REPUBLICAN,137189,353665
2012,GEORGIA,FULTON,13121,REPUBLICAN,137124,397413
2008,TEXAS,TRAVIS,48453,REPUBLICAN,136981,397714
2008,MASSACHUSETTS,NORFOLK,25021,REPUBLICAN,136741,344916
2016,NEW YORK,MONROE,36055,REPUBLICAN,136582,347790
2012,CALIFORNIA,CONTRA COSTA,6013,REPUBLICAN,136517,438226
2012,INDIANA,MARION,18097,REPUBLICAN,136509,359009
2008,CALIFORNIA,CONTRA COSTA,6013,REPUBLICAN,136436,451650
2004,MARYLAND,MONTGOMERY,24031,REPUBLICAN,136334,415225
2016,MASSACHUSETTS,ESSEX,25009,REPUBLICAN,136316,379868
2020,CALIFORNIA,ALAMEDA,6001,REPUBLICAN,136309,770070
2020,HAWAII,HONOLULU,15003,REPUBLICAN,136250,382102
2000,CALIFORNIA,VENTURA,6111,REPUBLICAN,136173,282692
2012,TENNESSEE,SHELBY,47157,REPUBLICAN,135649,371109
2004,NEW JERSEY,MORRIS,34027,REPUBLICAN,135241,235154
2004,MASSACHUSETTS,ESSEX,25009,REPUBLICAN,135114,333233
2008,CALIFORNIA,KERN,6029,REPUBLICAN,134793,232850
2016,ALABAMA,JEFFERSON,1073,REPUBLICAN,134768,304191
2000,FLORIDA,ORANGE,12095,REPUBLICAN,134517,280125
2004,GEORGIA,FULTON,13121,REPUBLICAN,134372,336024
2020,WISCONSIN,MILWAUKEE,55079,REPUBLICAN,134357,458971
2004,WASHINGTON,SNOHOMISH,53061,REPUBLICAN,134317,294997
2008,INDIANA,MARION,18097,REPUBLICAN,134313,379362
2020,INDIANA,MARION,18097,REPUBLICAN,134175,389619
2000,OKLAHOMA,TULSA,40143,REPUBLICAN,134152,218691
2000,NORTH CAROLINA,MECKLENBURG,37119,REPUBLICAN,134068,263036
2004,MARYLAND,ANNE ARUNDEL,24003,REPUBLICAN,133231,239667
2000,WISCONSIN,WAUKESHA,55133,REPUBLICAN,133105,203734
2000,MARYLAND,BALTIMORE,24005,REPUBLICAN,133033,304084
2012,WASHINGTON,SNOHOMISH,53061,REPUBLICAN,133016,329817
2020,PENNSYLVANIA,PHILADELPHIA,42101,REPUBLICAN,132740,741377
2016,ILLINOIS,WILL,17197,REPUBLICAN,132720,300904
2008,NEW JERSEY,MORRIS,34027,REPUBLICAN,132331,245148
2016,CALIFORNIA,VENTURA,6111,REPUBLICAN,132323,351726
2008,COLORADO,JEFFERSON,8059,REPUBLICAN,131627,295062
2012,FLORIDA,POLK,12105,REPUBLICAN,131577,248683
2016,NEW YORK,WESTCHESTER,36119,REPUBLICAN,131238,420655
2012,NEW YORK,WESTCHESTER,36119,REPUBLICAN,131139,388447
2008,CALIFORNIA,FRESNO,6019,REPUBLICAN,131015,272289
2004,CALIFORNIA,ALAMEDA,6001,REPUBLICAN,130911,560742
2020,IDAHO,ADA,16001,REPUBLICAN,130699,259389
2012,PENNSYLVANIA,LANCASTER,42071,REPUBLICAN,130669,222436
2016,INDIANA,MARION,18097,REPUBLICAN,130360,362372
2020,PENNSYLVANIA,WESTMORELAND,42129,REPUBLICAN,130218,204697
2008,GEORGIA,FULTON,13121,REPUBLICAN,130136,405628
2004,PENNSYLVANIA,PHILADELPHIA,42101,REPUBLICAN,130099,674069
2000,KANSAS,JOHNSON,20091,REPUBLICAN,129965,217536
2020,TENNESSEE,SHELBY,47157,REPUBLICAN,129815,382055
2012,ILLINOIS,LAKE,17097,REPUBLICAN,129764,287493
2008,MARYLAND,ANNE ARUNDEL,24003,REPUBLICAN,129682,259619
2016,CALIFORNIA,KERN,6029,REPUBLICAN,129584,244163
2004,ILLINOIS,WILL,17197,REPUBLICAN,129098,246409
2020,OHIO,MONTGOMERY,39113,REPUBLICAN,129034,268505
2012,ILLINOIS,WILL,17197,REPUBLICAN,128969,277387
2020,FLORIDA,COLLIER,12021,REPUBLICAN,128950,207818
2008,FLORIDA,POLK,12105,REPUBLICAN,128878,244833
2008,OHIO,MONTGOMERY,39113,REPUBLICAN,128679,278511
2020,PENNSYLVANIA,CHESTER,42029,REPUBLICAN,128565,314502
2016,PENNSYLVANIA,YORK,42133,REPUBLICAN,128528,205986
2020,MISSOURI,ST. CHARLES,29183,REPUBLICAN,128389,222017
2000,COLORADO,EL PASO,8041,REPUBLICAN,128294,200757
2004,UTAH,UTAH,49049,REPUBLICAN,128269,149173
2016,WASHINGTON,SNOHOMISH,53061,REPUBLICAN,128255,342173
2000,TEXAS,COLLIN,48085,REPUBLICAN,128179,175420
2016,SOUTH CAROLINA,GREENVILLE,45045,REPUBLICAN,127832,215165
2020,FLORIDA,MARION,12083,REPUBLICAN,127826,204376
2004,MASSACHUSETTS,NORFOLK,25021,REPUBLICAN,127763,331137
2000,CONNECTICUT,HARTFORD,9003,REPUBLICAN,127468,367556
2020,COLORADO,ARAPAHOE,8005,REPUBLICAN,127323,350183
2016,TEXAS,TRAVIS,48453,REPUBLICAN,127209,468720
2012,MARYLAND,ANNE ARUNDEL,24003,REPUBLICAN,126832,260155
2008,WASHINGTON,SNOHOMISH,53061,REPUBLICAN,126722,320333
2012,CALIFORNIA,KERN,6029,REPUBLICAN,126618,221472
2008,PENNSYLVANIA,LANCASTER,42071,REPUBLICAN,126568,228097
2004,NEW JERSEY,MIDDLESEX,34023,REPUBLICAN,126492,295805
2020,WASHINGTON,CLARK,53011,REPUBLICAN,126303,275403
2016,NEW JERSEY,MORRIS,34027,REPUBLICAN,126071,250416
2020,FLORIDA,LAKE,12069,REPUBLICAN,125859,211314
2016,WISCONSIN,MILWAUKEE,55079,REPUBLICAN,125846,440247
2012,COLORADO,ARAPAHOE,8005,REPUBLICAN,125588,285516
2020,MASSACHUSETTS,NORFOLK,25021,REPUBLICAN,125294,411042
2020,FLORIDA,SEMINOLE,12117,REPUBLICAN,125241,260815
2020,FLORIDA,MANATEE,12081,REPUBLICAN,124987,216958
2012,NEW JERSEY,MORRIS,34027,REPUBLICAN,124947,227392
2012,OHIO,MONTGOMERY,39113,REPUBLICAN,124841,266278
2012,PENNSYLVANIA,CHESTER,42029,REPUBLICAN,124840,251973
2020,OHIO,SUMMIT,39153,REPUBLICAN,124833,280473
2000,MARYLAND,MONTGOMERY,24031,REPUBLICAN,124580,371688
2000,ARIZONA,PIMA,4019,REPUBLICAN,124579,287640
2020,TENNESSEE,KNOX,47093,REPUBLICAN,124540,220556
2012,CALIFORNIA,FRESNO,6019,REPUBLICAN,124490,258827
2016,FLORIDA,SARASOTA,12115,REPUBLICAN,124438,229063
2016,CALIFORNIA,FRESNO,6019,REPUBLICAN,124049,282319
2016,OHIO,MONTGOMERY,39113,REPUBLICAN,123909,258301
2020,OKLAHOMA,TULSA,40143,REPUBLICAN,123815,266678
2008,NEW JERSEY,MIDDLESEX,34023,REPUBLICAN,123695,318379
2020,ILLINOIS,LAKE,17097,REPUBLICAN,123594,334177
2004,FLORIDA,POLK,12105,REPUBLICAN,123559,210830
2012,MARYLAND,MONTGOMERY,24031,REPUBLICAN,123353,455992
2020,NEW YORK,RICHMOND,36085,REPUBLICAN,123320,217899
2016,NEW JERSEY,MIDDLESEX,34023,REPUBLICAN,122953,326102
2000,CONNECTICUT,NEW HAVEN,9009,REPUBLICAN,122919,341099
2008,ILLINOIS,WILL,17197,REPUBLICAN,122597,286420
2020,CALIFORNIA,PLACER,6061,REPUBLICAN,122488,235084
2020,KANSAS,SEDGWICK,20173,REPUBLICAN,122416,223688
2016,MARYLAND,ANNE ARUNDEL,24003,REPUBLICAN,122403,270081
2008,UTAH,UTAH,49049,REPUBLICAN,122224,157279
2000,NEW YORK,QUEENS,36081,REPUBLICAN,122052,555930
2000,PENNSYLVANIA,BUCKS,42017,REPUBLICAN,121927,263422
2000,GEORGIA,GWINNETT,13135,REPUBLICAN,121756,191111
2012,SOUTH CAROLINA,GREENVILLE,45045,REPUBLICAN,121685,193189
2016,MISSOURI,ST. CHARLES,29183,REPUBLICAN,121650,201005
2004,NEW MEXICO,BERNALILLO,35001,REPUBLICAN,121454,256811
2020,COLORADO,DOUGLAS,8035,REPUBLICAN,121270,231605
2020,MASSACHUSETTS,PLYMOUTH,25023,REPUBLICAN,121227,303870
2020,CALIFORNIA,SAN JOAQUIN,6077,REPUBLICAN,121098,288492
2012,MASSACHUSETTS,PLYMOUTH,25023,REPUBLICAN,121086,256531
2000,ILLINOIS,LAKE,17097,REPUBLICAN,120988,242164
2004,NEBRASKA,DOUGLAS,31055,REPUBLICAN,120813,207071
2004,PENNSYLVANIA,DELAWARE,42045,REPUBLICAN,120425,284538
2000,COLORADO,JEFFERSON,8059,REPUBLICAN,120138,235491
2004,PENNSYLVANIA,CHESTER,42029,REPUBLICAN,120036,230823
2008,TEXAS,MONTGOMERY,48339,REPUBLICAN,119884,157847
2020,MASSACHUSETTS,BRISTOL,25005,REPUBLICAN,119872,281364
2016,MASSACHUSETTS,NORFOLK,25021,REPUBLICAN,119723,361562
2008,CALIFORNIA,ALAMEDA,6001,REPUBLICAN,119555,621029
2004,COLORADO,ARAPAHOE,8005,REPUBLICAN,119475,232171
2020,NORTH CAROLINA,MECKLENBURG,37119,REPUBLICAN,119320,567053
2000,NEW JERSEY,MONMOUTH,34025,REPUBLICAN,119291,262141
2000,CALIFORNIA,ALAMEDA,6001,REPUBLICAN,119279,494336
2020,NEBRASKA,DOUGLAS,31055,REPUBLICAN,119159,274951
2008,MARYLAND,MONTGOMERY,24031,REPUBLICAN,118608,439261
2004,OHIO,SUMMIT,39153,REPUBLICAN,118553,276304
2008,ILLINOIS,LAKE,17097,REPUBLICAN,118545,299105
2020,PENNSYLVANIA,DELAWARE,42045,REPUBLICAN,118532,327931
2000,WASHINGTON,PIERCE,53053,REPUBLICAN,118431,268894
2004,LOUISIANA,JEFFERSON,22051,REPUBLICAN,117882,191663
2016,GEORGIA,FULTON,13121,REPUBLICAN,117783,431391
2012,FLORIDA,VOLUSIA,12127,REPUBLICAN,117490,234536
2000,CALIFORNIA,FRESNO,6019,REPUBLICAN,117342,220835
2016,TEXAS,FORT BEND,48157,REPUBLICAN,117291,262066
2008,PENNSYLVANIA,PHILADELPHIA,42101,REPUBLICAN,117221,717155
2016,COLORADO,ARAPAHOE,8005,REPUBLICAN,117053,303046
2020,NEVADA,WASHOE,32031,REPUBLICAN,116653,251956
2016,PENNSYLVANIA,WESTMORELAND,42129,REPUBLICAN,116522,182051
2008,SOUTH CAROLINA,GREENVILLE,45045,REPUBLICAN,116363,190657
2016,TENNESSEE,SHELBY,47157,REPUBLICAN,116344,337383
2020,NEW MEXICO,BERNALILLO,35001,REPUBLICAN,116135,317590
2012,TEXAS,FORT BEND,48157,REPUBLICAN,116126,219489
2016,PENNSYLVANIA,CHESTER,42029,REPUBLICAN,116114,268800
2016,CALIFORNIA,CONTRA COSTA,6013,REPUBLICAN,115956,466175
2000,PENNSYLVANIA,LANCASTER,42071,REPUBLICAN,115900,175317
2016,MASSACHUSETTS,PLYMOUTH,25023,REPUBLICAN,115369,266863
2012,WASHINGTON,SPOKANE,53063,REPUBLICAN,115285,223830
2000,FLORIDA,BREVARD,12009,REPUBLICAN,115185,218395
2012,NEW YORK,MONROE,36055,REPUBLICAN,114434,333813
2008,PENNSYLVANIA,CHESTER,42029,REPUBLICAN,114421,254305
2020,OHIO,BUTLER,39017,REPUBLICAN,114392,186737
2004,PENNSYLVANIA,YORK,42133,REPUBLICAN,114270,179269
2000,MASSACHUSETTS,WORCESTER,25027,REPUBLICAN,114139,310148
2008,FLORIDA,VOLUSIA,12127,REPUBLICAN,113938,243824
2008,COLORADO,ARAPAHOE,8005,REPUBLICAN,113866,266148
2016,WASHINGTON,SPOKANE,53063,REPUBLICAN,113435,227246
2012,PENNSYLVANIA,YORK,42133,REPUBLICAN,113304,189229
2012,NEBRASKA,DOUGLAS,31055,REPUBLICAN,113220,223927
2008,LOUISIANA,JEFFERSON,22051,REPUBLICAN,113191,181120
2008,TENNESSEE,KNOX,47093,REPUBLICAN,113015,186086
2012,NEW YORK,KINGS,36047,REPUBLICAN,112957,730534
2008,MASSACHUSETTS,PLYMOUTH,25023,REPUBLICAN,112901,249828
2012,FLORIDA,PASCO,12101,REPUBLICAN,112427,213573
2016,OHIO,SUMMIT,39153,REPUBLICAN,112026,257979
2004,FLORIDA,VOLUSIA,12127,REPUBLICAN,111924,228939
2004,WASHINGTON,SPOKANE,53063,REPUBLICAN,111606,202587
2004,SOUTH CAROLINA,GREENVILLE,45045,REPUBLICAN,111481,168833
2020,OHIO,STARK,39151,REPUBLICAN,111097,189879
2000,NEW JERSEY,MORRIS,34027,REPUBLICAN,111066,206508
2012,OHIO,SUMMIT,39153,REPUBLICAN,111000,267711
2020,FLORIDA,ST. JOHNS,12109,REPUBLICAN,110946,176622
2012,PENNSYLVANIA,DELAWARE,42045,REPUBLICAN,110853,285564
2012,MISSOURI,ST. CHARLES,29183,REPUBLICAN,110784,185690
2016,PENNSYLVANIA,DELAWARE,42045,REPUBLICAN,110667,297634
2000,CALIFORNIA,KERN,6029,REPUBLICAN,110663,182308
2004,TENNESSEE,KNOX,47093,REPUBLICAN,110653,178175
2008,NEW MEXICO,BERNALILLO,35001,REPUBLICAN,110521,285778
2020,OREGON,CLACKAMAS,41005,REPUBLICAN,110509,257679
2012,FLORIDA,SARASOTA,12115,REPUBLICAN,110504,207480
2008,OHIO,SUMMIT,39153,REPUBLICAN,110499,269059
2004,KANSAS,SEDGWICK,20173,REPUBLICAN,110381,177679
2020,SOUTH CAROLINA,GREENVILLE,45045,REPUBLICAN,110201,258155
2008,FLORIDA,PASCO,12101,REPUBLICAN,110104,214866
2000,MASSACHUSETTS,ESSEX,25009,REPUBLICAN,110010,310333
2012,FLORIDA,SEMINOLE,12117,REPUBLICAN,109943,208620
2004,OHIO,BUTLER,39017,REPUBLICAN,109866,166802
2000,OHIO,MONTGOMERY,39113,REPUBLICAN,109792,230987
2016,ILLINOIS,LAKE,17097,REPUBLICAN,109767,303520
2020,PENNSYLVANIA,BERKS,42011,REPUBLICAN,109736,205540
2012,TENNESSEE,KNOX,47093,REPUBLICAN,109707,172507
2020,MINNESOTA,DAKOTA,27037,REPUBLICAN,109638,262259
2020,OKLAHOMA,OKLAHOMA,40109,REPUBLICAN,109618,294740
2000,WASHINGTON,SNOHOMISH,53061,REPUBLICAN,109615,251305
2012,MINNESOTA,DAKOTA,27037,REPUBLICAN,109516,230821
2016,FLORIDA,SEMINOLE,12117,REPUBLICAN,109443,224896
2008,PENNSYLVANIA,DELAWARE,42045,REPUBLICAN,109322,281082
2008,PENNSYLVANIA,YORK,42133,REPUBLICAN,109268,194183
2004,MINNESOTA,DAKOTA,27037,REPUBLICAN,108959,215846
2012,NEW YORK,QUEENS,36081,REPUBLICAN,108864,595073
2016,PENNSYLVANIA,PHILADELPHIA,42101,REPUBLICAN,108748,707631
2008,WASHINGTON,SPOKANE,53063,REPUBLICAN,108314,219511
2012,CALIFORNIA,ALAMEDA,6001,REPUBLICAN,108182,595642
2004,FLORIDA,SEMINOLE,12117,REPUBLICAN,108172,186195
2016,NEBRASKA,DOUGLAS,31055,REPUBLICAN,108077,240433
2016,FLORIDA,MARION,12083,REPUBLICAN,107833,174700
2004,TENNESSEE,DAVIDSON,47037,REPUBLICAN,107618,241675
2012,NEW JERSEY,MIDDLESEX,34023,REPUBLICAN,107310,301315
2004,OREGON,WASHINGTON,41067,REPUBLICAN,107223,231308
2000,MASSACHUSETTS,NORFOLK,25021,REPUBLICAN,107033,317177
2016,OHIO,BUTLER,39017,REPUBLICAN,106976,173839
2008,KANSAS,SEDGWICK,20173,REPUBLICAN,106849,192733
2012,KANSAS,SEDGWICK,20173,REPUBLICAN,106506,182895
2012,NEW MEXICO,BERNALILLO,35001,REPUBLICAN,106408,270969
2008,NEBRASKA,DOUGLAS,31055,REPUBLICAN,106291,226701
2000,FLORIDA,LEE,12071,REPUBLICAN,106141,184377
2020,LOUISIANA,JEFFERSON,22051,REPUBLICAN,105949,193733
2000,PENNSYLVANIA,DELAWARE,42045,REPUBLICAN,105836,248077
2016,TENNESSEE,KNOX,47093,REPUBLICAN,105767,180697
2000,NEW JERSEY,OCEAN,34029,REPUBLICAN,105684,216393
2004,MASSACHUSETTS,PLYMOUTH,25023,REPUBLICAN,105603,233297
2016,MASSACHUSETTS,BRISTOL,25005,REPUBLICAN,105443,248959
2016,FLORIDA,COLLIER,12021,REPUBLICAN,105423,170789
2008,OHIO,BUTLER,39017,REPUBLICAN,105340,173776
2012,OHIO,BUTLER,39017,REPUBLICAN,105176,170191
2008,FLORIDA,SEMINOLE,12117,REPUBLICAN,105070,205895
2000,LOUISIANA,JEFFERSON,22051,REPUBLICAN,105003,179151
2020,MINNESOTA,ANOKA,27003,REPUBLICAN,104902,211132
2004,NEW YORK,NEW YORK,36061,REPUBLICAN,104883,641747
2000,GEORGIA,FULTON,13121,REPUBLICAN,104870,263212
2012,NORTH CAROLINA,GUILFORD,37081,REPUBLICAN,104789,253852
2004,FLORIDA,SARASOTA,12115,REPUBLICAN,104692,195652
2004,TEXAS,MONTGOMERY,48339,REPUBLICAN,104654,133988
2020,NEW HAMPSHIRE,HILLSBOROUGH,33011,REPUBLICAN,104625,230941
2000,MISSOURI,JACKSON,29095,REPUBLICAN,104418,272062
2008,MINNESOTA,DAKOTA,27037,REPUBLICAN,104364,225472
2016,KANSAS,SEDGWICK,20173,REPUBLICAN,104353,188783
2000,MARYLAND,ANNE ARUNDEL,24003,REPUBLICAN,104209,200657
2012,COLORADO,DOUGLAS,8035,REPUBLICAN,104204,167781
2016,TEXAS,WILLIAMSON,48491,REPUBLICAN,104175,203081
2020,CALIFORNIA,STANISLAUS,6099,REPUBLICAN,104145,214954
2020,UTAH,DAVIS,49011,REPUBLICAN,104135,169814
2012,PENNSYLVANIA,WESTMORELAND,42129,REPUBLICAN,103932,169572
2004,VIRGINIA,VIRGINIA BEACH,51810,REPUBLICAN,103752,175687
2020,NEW JERSEY,BURLINGTON,34005,REPUBLICAN,103345,261497
2004,FLORIDA,PASCO,12101,REPUBLICAN,103230,190916
2008,TEXAS,FORT BEND,48157,REPUBLICAN,103206,202822
2020,ARIZONA,MARICOPA,4013,REPUBLICAN,103086,2068144
2008,TENNESSEE,DAVIDSON,47037,REPUBLICAN,102915,264486
2008,FLORIDA,SARASOTA,12115,REPUBLICAN,102897,207353
2020,ALABAMA,MADISON,1089,REPUBLICAN,102780,194767
2016,COLORADO,DOUGLAS,8035,REPUBLICAN,102573,187499
2020,RHODE ISLAND,PROVIDENCE,44007,REPUBLICAN,102551,272667
2008,MISSOURI,ST. CHARLES,29183,REPUBLICAN,102550,188529
2012,LOUISIANA,JEFFERSON,22051,REPUBLICAN,102536,176343
2008,PENNSYLVANIA,WESTMORELAND,42129,REPUBLICAN,102294,176785
2016,FLORIDA,LAKE,12069,REPUBLICAN,102188,170462
2016,UTAH,UTAH,49049,REPUBLICAN,102182,201551
2000,TEXAS,DENTON,48121,REPUBLICAN,102171,146790
2016,FLORIDA,MANATEE,12081,REPUBLICAN,101944,178958
2020,INDIANA,HAMILTON,18057,REPUBLICAN,101587,193999
2016,NEW YORK,RICHMOND,36085,REPUBLICAN,101437,180960
2000,HAWAII,HONOLULU,15003,REPUBLICAN,101310,255990
2020,ALABAMA,MOBILE,1097,REPUBLICAN,101243,183164
2000,NEBRASKA,DOUGLAS,31055,REPUBLICAN,101025,183156
2004,CALIFORNIA,SAN JOAQUIN,6077,REPUBLICAN,100978,189505
2000,PENNSYLVANIA,PHILADELPHIA,42101,REPUBLICAN,100959,561180
2020,MICHIGAN,OTTAWA,26139,REPUBLICAN,100913,168713
2016,LOUISIANA,JEFFERSON,22051,REPUBLICAN,100398,181639
2008,VIRGINIA,VIRGINIA BEACH,51810,REPUBLICAN,100319,201249
2020,TENNESSEE,DAVIDSON,47037,REPUBLICAN,100218,309658
2020,MISSOURI,JACKSON,29095,REPUBLICAN,100142,196418
2004,PENNSYLVANIA,WESTMORELAND,42129,REPUBLICAN,100087,178696
2000,PENNSYLVANIA,CHESTER,42029,REPUBLICAN,100080,187562
2016,NEW HAMPSHIRE,HILLSBOROUGH,33011,REPUBLICAN,100013,214157
2012,NEW HAMPSHIRE,HILLSBOROUGH,33011,REPUBLICAN,99991,205672
2004,LOUISIANA,EAST BATON ROUGE,22033,REPUBLICAN,99943,183642
2012,CALIFORNIA,PLACER,6061,REPUBLICAN,99921,171322
2004,NEW HAMPSHIRE,HILLSBOROUGH,33011,REPUBLICAN,99724,195427
2020,LOUISIANA,ST. TAMMANY,22103,REPUBLICAN,99666,140110
2016,MINNESOTA,DAKOTA,27037,REPUBLICAN,99583,231440
2012,VIRGINIA,VIRGINIA BEACH,51810,REPUBLICAN,99291,196641
2020,OREGON,WASHINGTON,41067,REPUBLICAN,99073,320326
2020,MICHIGAN,GENESEE,26049,REPUBLICAN,98714,221360
2004,OREGON,MULTNOMAH,41051,REPUBLICAN,98439,362694
2016,OHIO,STARK,39151,REPUBLICAN,98388,175239
2000,UTAH,UTAH,49049,REPUBLICAN,98255,120256
2004,NORTH CAROLINA,GUILFORD,37081,REPUBLICAN,98254,199314
2016,VIRGINIA,VIRGINIA BEACH,51810,REPUBLICAN,98224,203262
2016,NORTH CAROLINA,GUILFORD,37081,REPUBLICAN,98062,257405
2008,ALABAMA,MOBILE,1097,REPUBLICAN,98049,181424
2000,COLORADO,ARAPAHOE,8005,REPUBLICAN,97768,189942
2008,NORTH CAROLINA,GUILFORD,37081,REPUBLICAN,97718,241771
2004,OREGON,CLACKAMAS,41005,REPUBLICAN,97691,195000
2012,TENNESSEE,DAVIDSON,47037,REPUBLICAN,97622,244873
2012,IDAHO,ADA,16001,REPUBLICAN,97554,180546
2008,NEW HAMPSHIRE,HILLSBOROUGH,33011,REPUBLICAN,97178,204709
2004,MINNESOTA,RAMSEY,27123,REPUBLICAN,97096,272577
2012,TEXAS,WILLIAMSON,48491,REPUBLICAN,97006,163271
2012,UTAH,DAVIS,49011,REPUBLICAN,96861,121069
2020,ILLINOIS,KANE,17089,REPUBLICAN,96775,231876
2000,OHIO,SUMMIT,39153,REPUBLICAN,96721,224839
2020,FLORIDA,ESCAMBIA,12033,REPUBLICAN,96674,170372
2016,PENNSYLVANIA,BERKS,42011,REPUBLICAN,96626,183065
2000,NEW YORK,KINGS,36047,REPUBLICAN,96605,617105
2012,FLORIDA,COLLIER,12021,REPUBLICAN,96520,149112
2012,PENNSYLVANIA,PHILADELPHIA,42101,REPUBLICAN,96467,690327
2020,COLORADO,WELD,8123,REPUBLICAN,96145,166974
2012,IOWA,POLK,19153,REPUBLICAN,96096,228882
2004,CALIFORNIA,PLACER,6061,REPUBLICAN,95969,152945
2004,NEW JERSEY,BURLINGTON,34005,REPUBLICAN,95936,207956
2016,CALIFORNIA,ALAMEDA,6001,REPUBLICAN,95922,654266
2020,NEW HAMPSHIRE,ROCKINGHAM,33015,REPUBLICAN,95858,198798
2000,ILLINOIS,WILL,17197,REPUBLICAN,95828,191670
2004,IOWA,POLK,19153,REPUBLICAN,95828,202618
2004,MISSOURI,ST. CHARLES,29183,REPUBLICAN,95826,163488
2020,COLORADO,ADAMS,8001,REPUBLICAN,95657,236740
